692245:277:Saint-Etienne, Rhône-Alpes, FRA
692522:267:Grenoble, Rhône-Alpes, FRA
692789:283:Fort-de-France, Martinique, FRA
693072:296:Saint-Laurent-du-Maroni, Guinaa, FRA
693368:262:Iracoubo, Guinaa, FRA
693630:272:Cherbourg, Basse-Normandie, FRA
693902:265:Caen, Basse-Normandie, FRA
694167:261:Lorient, Bretagne, FRA
694428:257:Brest, Bretagne, FRA
694685:271:Le Mans, Pays de la Loire, FRA
694956:268:Nantes, Pays de la Loire, FRA
695224:255:Agen, Aquitaine, FRA
695479:257:Ajaccio, Corse, FRA
695736:257:Bastia, Corse, FRA
695993:278:Toulon, Provence-Alpes-Côte-d'Azur, FRA
696271:274:Beziers, Languedoc-Roussillon, FRA
696545:281:Montpellier, Languedoc-Roussillon, FRA
696826:271:Nimes, Languedoc-Roussillon, FRA
697097:256:Vichy, Auvergne, FRA
697353:261:Nevers, Bourgogne, FRA
697614:261:Auxerre, Bourgogne, FRA
697875:258:Dijon, Bourgogne, FRA
698133:260:Bourges, Centre, FRA
698393:257:Tours, Centre, FRA
698650:259:Orleans, Centre, FRA
698909:265:Dieppe, Haute-Normandie, FRA
699174:266:Rouen, Haute-Normandie, FRA
699440:272:Versailles, Île-de-France, FRA
699712:256:Brive, Limousin, FRA
699968:267:Troyes, Champagne-Ardenne, FRA
700235:266:Reims, Champagne-Ardenne, FRA
700501:268:Calais, Nord-Pas-de-Calais, FRA
700769:261:Amiens, Picardie, FRA
701030:260:Mulhouse, Alsace, FRA
701290:257:Nancy, Lorraine, FRA
701547:254:Metz, Lorraine, FRA
701801:284:Pointe-a-Pitre, Guadeloupe, FRA
702085:275:Basse-terre, Guadeloupe, FRA
702360:272:St.-Benoit, La Réunion, FRA
702632:264:Dzaoudzi, Moyotte, FRA
702896:262:Rennes, Bretagne, FRA
703158:274:Nice, Provence-Alpes-Côte-d'Azur, FRA
703432:272:Toulouse, Midi-Pyrénées, FRA
703704:263:Limoges, Limousin, FRA
703967:267:Lille, Nord-Pas-de-Calais, FRA
704234:267:Strasbourg, Alsace, FRA
704501:262:Kourou, Guinaa, FRA
704763:279:La Rochelle, Poitou-Charentes, FRA
705042:265:Bordeaux, Aquitaine, FRA
705307:286:Marseille, Provence-Alpes-Côte-d'Azur, FRA
705593:270:Le Havre, Haute-Normandie, FRA
705863:271:St.-Denis, La Réunion, FRA
706134:261:Lyon, Rhône-Alpes, FRA
706395:264:Cayenne, Guinaa, FRA
706659:266:Paris, Île-de-France, FRA
706925:266:Papeete, , PYF
707191:265:Ebebiyin, Wouleu-Ntem, GAB
707456:267:Tchibanga, Nyanga, GAB
707723:269:Mekambo, Ogooué-Ivindo, GAB
707992:271:Makokou, Ogooué-Ivindo, GAB
708263:265:Mitzik, Wouleu-Ntem, GAB
708528:263:Bitam, Wouleu-Ntem, GAB
708791:274:Lambarene, Moyen-Ogooué, GAB
709065:266:Bifoum, Moyen-Ogooué, GAB
709331:262:Ndende, Ngounié, GAB
709593:265:Mouila, Ngounié, GAB
709858:270:Omboue, Ogooué-Maritime, GAB
710128:267:Moanda, Haut-Ogooué, GAB
710395:268:Okandja, Haut-Ogooué, GAB
710663:278:Koulamoutou, Ogooué-Lolo, GAB
710941:263:Oyem, Wouleu-Ntem, GAB
711204:262:Mayumba, Nyanga, GAB
711466:270:Gamba, Ogooué-Maritime, GAB
711736:277:Franceville, Haut-Ogooué, GAB
712013:272:Libreville, Estuaire, GAB
712285:284:Port-Gentil, Ogooué-Maritime, GAB
712569:263:Kutaisi, Imereti, GEO
712832:271:Tskhinvali, Shida Kartli, GEO
713103:267:Poti, Samegrelo-Zemo Svaneti, GEO
713370:266:Rustavi, Kvemo Kartli, GEO
713636:257:Batumi, Ajaria, GEO
713893:261:Sukhumi, Abkhazia, GEO
714154:264:Tbilisi, Tbilisi, GEO
714418:266:Mainz, Rheinland-Pfalz, DEU
714684:278:Schwerin, Mecklenburg-Vorpommern, DEU
714962:280:Bielefeld, Nordrhein-Westfalen, DEU
715242:276:Dortmund, Nordrhein-Westfalen, DEU
715518:276:Duisburg, Nordrhein-Westfalen, DEU
715794:280:Wuppertal, Nordrhein-Westfalen, DEU
716074:273:Essen, Nordrhein-Westfalen, DEU
716347:277:Karlsruhe, Baden-Württemberg, DEU
716624:281:Heidelberg, Baden-Württemberg, DEU
716905:261:Kassel, Hessen, DEU
717166:271:Oldenburg, Niedersachsen, DEU
717437:263:Emden, Niedersachsen, DEU
717700:279:Braunschweig, Niedersachsen, DEU
717979:263:Erfurt, Thüringen, DEU
718242:260:Coburg, Bayern, DEU
718502:265:Augsburg, Bayern, DEU
718767:259:Furth, Bayern, DEU
719026:266:Chemnitz, Sachsen, DEU
719292:268:Bonn, Nordrhein-Westfalen, DEU
719560:277:Munster, Nordrhein-Westfalen, DEU
719837:283:Dusseldorf, Nordrhein-Westfalen, DEU
720120:265:Ulm, Baden-Württemberg, DEU
720385:276:Mannheim, Baden-Württemberg, DEU
720661:277:Freiburg, Baden-Württemberg, DEU
720938:262:Giessen, Hessen, DEU
721200:265:Wiesbaden, Hessen, DEU
721465:271:Bremerhaven, Bremen, DEU
721736:273:Osnabruck, Niedersachsen, DEU
722009:270:Hannover, Niedersachsen, DEU
722279:272:Gottingen, Niedersachsen, DEU
722551:259:Gera, Thüringen, DEU
722810:260:Jena, Thüringen, DEU
723070:276:Flensburg, Schleswig-Holstein, DEU
723346:273:Lubeck, Schleswig-Holstein, DEU
723619:269:Kiel, Schleswig-Holstein, DEU
723888:270:Koblenz, Rheinland-Pfalz, DEU
724158:271:Saarbrucken, Saarland, DEU
724429:267:Regensburg, Bayern, DEU
724696:263:Rosenheim, Bayern, DEU
724959:252:Hof, Bayern, DEU
725211:263:Wurzburg, Bayern, DEU
725474:269:Ingolstadt, Bayern, DEU
725743:266:Cottbus, Brandenburg, DEU
726009:268:Potsdam, Brandenburg, DEU
726277:275:Magdeburg, Sachsen-Anhalt, DEU
726552:262:Leipzig, Sachsen, DEU
726814:280:Stralsund, Mecklenburg-Vorpommern, DEU
727094:279:Rostock, Mecklenburg-Vorpommern, DEU
727373:278:Stuttgart, Baden-Württemberg, DEU
727651:258:Bremen, Bremen, DEU
727909:265:Nurnberg, Bayern, DEU
728174:276:Cologne, Nordrhein-Westfalen, DEU
728450:264:Dresden, Sachsen, DEU
728714:265:Frankfurt, Hessen, DEU
728979:265:Hamburg, Hamburg, DEU
729244:262:Munich, Bayern, DEU
729506:260:Berlin, Berlin, DEU
729766:263:Sunyani, Brong Ahafo, GHA
730029:258:Tamale, Northern, GHA
730287:258:Yendi, Northern, GHA
730545:269:Bolgatanga, Upper East, GHA
730814:258:Bawku, Upper East, GHA
731072:254:Wa, Upper West, GHA
731326:260:Obuasi, Ashanti, GHA
731586:264:Berekum, Brong Ahafo, GHA
731850:259:Winneba, Central, GHA
732109:267:Cape Coast, Central, GHA
732376:261:Nkawkaw, Eastern, GHA
732637:266:Koforidua, Eastern, GHA
732903:261:Tema, Greater Accra, GHA
733164:245:Ho, Volta, GHA
733409:261:Kumasi, Ashanti, GHA
733670:260:Sekondi, Western, GHA
733930:262:Accra, Greater Accra, GHA
734192:275:Gibraltar, Gibraltar, GIB
734467:264:Lamia, Stereá Elláda, GRC
734731:274:Polygyros, Kentriki Makedonia, GRC
735005:285:Komatini, Anatoliki Makedonia kai Thraki, GRC
735290:263:Piraievs, Attiki, GRC
735553:260:Volos, Thessalia, GRC
735813:256:Hania, Kriti, GRC
736069:281:Kavala, Anatoliki Makedonia kai Thraki, GRC
736350:299:Alexandroupoli, Anatoliki Makedonia kai Thraki, GRC
736649:264:Kerkira, Ionioi Nisoi, GRC
736913:267:Tripoli, Peloponnisos, GRC
737180:263:Sparti, Peloponnisos, GRC
737443:265:Agrinio, Dytiki Ellada, GRC
737708:264:Pirgos, Dytiki Ellada, GRC
737972:265:Larissa, Thessalia, GRC
738237:260:Ioanina, Ipeiros, GRC
738497:268:Mitilini, Voreio Aigaio, GRC
738765:259:Hios, Voreio Aigaio, GRC
739024:270:Chalkida, Stereá Elláda, GRC
739294:253:Sitia, Kriti, GRC
739547:274:Katerini, Kentriki Makedonia, GRC
739821:269:Seres, Kentriki Makedonia, GRC
740090:283:Xanthi, Anatoliki Makedonia kai Thraki, GRC
740373:269:Ermoupoli, Notio Aigaio, GRC
740642:259:Kos, Notio Aigaio, GRC
740901:263:Rodos, Notio Aigaio, GRC
741164:265:Patra, Dytiki Ellada, GRC
741429:269:Kalamata, Peloponnisos, GRC
741698:259:Iraklio, Kriti, GRC
741957:282:Thessaloniki, Kentriki Makedonia, GRC
742239:261:Athens, Attiki, GRC
742500:289:Qasigiannguit, Qaasuitsup Kommunia, GRL
742789:263:Kullorsuaq, , GRL
743052:259:Tasiusaq, , GRL
743311:281:Kulusuk, Kommuneqarfik Sermersooq, GRL
743592:282:Paamiut, Kommuneqarfik Sermersooq, GRL
743874:303:Ittoqqortoormiit, Kommuneqarfik Sermersooq, GRL
744177:280:Timmiarmiut, Kommune Kujalleq, GRL
744457:276:Qaqortoq, Kommune Kujalleq, GRL
744733:285:Kangerlussuaq, Qeqqata Kommunia, GRL
745018:264:Nord, Nationalparken, GRL
745282:284:Qeqertasuaq, Qaasuitsup Kommunia, GRL
745566:278:Nuussuaq, Qaasuitsup Kommunia, GRL
745844:281:Ilulissat, Qaasuitsup Kommunia, GRL
746125:259:Tasiilaq, , GRL
746384:260:Savissivik, , GRL
746644:271:Kangersuatsiaq, , GRL
746915:262:Uummannaq, , GRL
747177:279:Narsarsuaq, Kommune Kujalleq, GRL
747456:276:Sisimiut, Qeqqata Kommunia, GRL
747732:281:Upernavik, Qaasuitsup Kommunia, GRL
748013:274:Qaanaaq, Qaasuitsup Kommunia, GRL
748287:277:Nuuk, Kommuneqarfik Sermersooq, GRL
748564:272:Saint George's, , GRD
748836:246:Agana, , GUM
749082:271:Salama, Baja Verapaz, GTM
749353:277:Retalhuleu, Retalhuleu, GTM
749630:277:San Marcos, San Marcos, GTM
749907:285:Chimaltenango, Chimaltenango, GTM
750192:293:Antigua Guatemala, Sacatepéquez, GTM
750485:266:Solola, Sololá, GTM
750751:281:Totonicapan, Totonicapán, GTM
751032:275:El Progreso, El Progreso, GTM
751307:270:Cuilapa, Santa Rosa, GTM
751577:277:Chiquimula, Chiquimula, GTM
751854:265:Jalapa, Jalapa, GTM
752119:265:Zacapa, Zacapa, GTM
752384:295:Santa Cruz Del Quiche, Quiché, GTM
752679:267:San Luis, Petén, GTM
752946:270:Coban, Alta Verapaz, GTM
753216:275:Livingston, Izabal, GTM
753491:270:Jutiapa, Jutiapa, GTM
753761:286:Huehuetenango, Huehuetenango, GTM
754047:267:Flores, Petén, GTM
754314:276:La Libertad, Petén, GTM
754590:272:San Jose, Escuintla, GTM
754862:277:Escuintla, Escuintla, GTM
755139:283:Mazatenango, Suchitepéquez, GTM
755422:283:Puerto Barrios, Izabal, GTM
755705:289:Quetzaltenango, Quezaltenango, GTM
755994:276:Guatemala, Guatemala, GTM
756270:252:Mali, Labe, GIN
756522:257:Tongue, Labe, GIN
756779:264:Kouroussa, Kankan, GIN
757043:253:Pita, Mamou, GIN
757296:257:Dalaba, Mamou, GIN
757553:254:Boffa, Boke, GIN
757807:260:Koundara, Boke, GIN
758067:256:Gaoual, Boke, GIN
758323:263:Telimele, Kindia, GIN
758586:267:Forecariah, Kindia, GIN
758853:260:Beyla, Nzerekore, GIN
759113:268:Gueckedou, Nzerekore, GIN
759381:267:Dinguiraye, Faranah, GIN
759648:258:Dabola, Faranah, GIN
759906:263:Kerouane, Kankan, GIN
760169:261:Siguiri, Kankan, GIN
760430:255:Mamou, Mamou, GIN
760685:256:Kamsar, Boke, GIN
760941:253:Fria, Boke, GIN
761194:266:Macenta, Nzerekore, GIN
761460:261:Yomou, Nzerekore, GIN
761721:264:Faranah, Faranah, GIN
761985:270:Kissidougou, Faranah, GIN
762255:252:Labe, Labe, GIN
762507:254:Boke, Boke, GIN
762761:259:Kindia, Kindia, GIN
763020:262:Kankan, Kankan, GIN
763282:271:Nzerekore, Nzerekore, GIN
763553:264:Conakry, Conakry, GIN
763817:265:Cacheu, Cacheu, GNB
764082:259:Farim, Oio, GNB
764341:271:Fulacunda, Quinara, GNB
764612:260:Gabu, Gabú, GNB
764872:263:Catio, Tombali, GNB
765135:264:Bolama, Bolama, GNB
765399:268:Bafata, Bafatá, GNB
765667:268:Bissau, Bissau, GNB
765935:278:Corriverton, Mahaica-Berbice, GUY
766213:276:Ituni, Upper Takutu-Upper Essequibo, GUY
766489:273:Lethem, Upper Demerara-Berbice, GUY
766762:276:Kumaka, Upper Demerara-Berbice, GUY
767038:274:Bartica, Pomeroon-Supenaam, GUY
767312:277:Anna Regina, Cuyuni-Mazaruni, GUY
767589:281:Linden, Upper Takutu-Upper Essequibo, GUY
767870:268:Mabaruma, Barima-Waini, GUY
768138:300:New Amsterdam, Essequibo Islands-West Demerara, GUY
768438:286:Georgetown, East Berbice-Corentyne, GUY
768724:272:Jeremie, Grand'Anse, HTI
768996:282:Port-De-Paix, Nord-Ouest, HTI
769278:265:Hinche, Centre, HTI
769543:280:Fort-Liberte, Nord-Est, HTI
769823:267:Jacmel, Sud-Est, HTI
770090:272:Les Cayes, Sud, HTI
770362:279:Gonaives, L'Artibonite, HTI
770641:274:Cap-Haitien, Nord, HTI
770915:282:Port-au-Prince, Ouest, HTI
771197:260:Yoro, Yoro, HND
771457:280:La Esperanza, Intibucá, HND
771737:266:La Paz, La Paz, HND
772003:288:Santa Barbara, Santa Bárbara, HND
772291:268:Gracias, Lempira, HND
772559:289:Nueva Ocotepeque, Ocotepeque, HND
772848:274:Yuscaran, El Paraíso, HND
773122:277:Roatan, Islas de la Bahía, HND
773399:268:Nacaome, Valle, HND
773667:292:Santa Rosa de Copan, Copán, HND
773959:269:Trujillo, Colón, HND
774228:283:Brus Laguna, Gracias a Dios, HND
774511:289:Puerto Lempira, Gracias a Dios, HND
774800:273:Juticalpa, Olancho, HND
775073:275:Comayagua, Comayagua, HND
775348:277:Choluteca, Choluteca, HND
775625:274:La Ceiba, Atlántida, HND
775899:286:San Pedro Sula, Cortés, HND
776185:288:Tegucigalpa, Francisco Morazán, HND
776473:271:Hong Kong, , HKG
776744:267:Veszprem, Veszprém, HUN
777011:270:Zalaegerszeg, Zala, HUN
777281:278:Tatabanya, Komárom-Esztergom, HUN
777559:265:Szekszard, Tolna, HUN
777824:272:Salgotarjan, Nógrád, HUN
778096:269:Bekescsaba, Békés, HUN
778365:255:Eger, Heves, HUN
778620:267:Szombathely, Vas, HUN
778887:273:Kecskemet, Bács-Kiskun, HUN
779160:279:Szekesfehervar, Fejér, HUN
779439:288:Nyiregyhaza, Szabolcs-Szatmár-Bereg, HUN
779727:259:Pecs, Baranya, HUN
779986:268:Gyor, Gyor-Moson-Sopron, HUN
780254:264:Kaposvar, Somogy, HUN
780518:254:Vac, Pest, HUN
780772:279:Miskolc, Borsod-Abaúj-Zemplén, HUN
781051:264:Szeged, Csongrád, HUN
781315:271:Debrecen, Hajdú-Bihar, HUN
781586:279:Szolnok, Jász-Nagykun-Szolnok, HUN
781865:268:Budapest, Budapest, HUN
782133:273:Borgarnes, Vesturland, ISL
782406:283:Egilsstadir, Austur-Hérað, ISL
782689:283:Saudarkrokur, Akrahreppur, ISL
782972:281:Selfoss, Biskupstungnahreppur, ISL
783253:283:Hofn, Sveitarfélagið Hornafjörður, ISL
783536:281:Isafjordur, Vestfirðir, ISL
783817:268:Akureyi, Akureyri, ISL
784085:271:Keflavik, Suðurnes, ISL
784356:275:Reykjavik, Suðurnes, ISL
784631:250:Panaji, Goa, IND
784881:264:Simla, Himachal Pradesh, IND
785145:261:Gurugram, Haryana, IND
785406:258:Sonipat, Haryana, IND
785664:256:Rohtak, Haryana, IND
785920:255:Hisar, Haryana, IND
786175:259:Bhiwani, Haryana, IND
786434:257:Ambala, Haryana, IND
786691:267:Sopur, Jammu and Kashmir, IND
786958:274:Silvassa, Dadra and Nagar Haveli, IND
787232:262:Kalyan, Maharashtra, IND
787494:266:Bhusawal, Maharashtra, IND
787760:253:Jorhat, Assam, IND
788013:264:Hoshiarpur, Punjab, IND
788277:257:Ajmer, Rajasthan, IND
788534:265:Hathras, Uttar Pradesh, IND
788799:264:Sitapur, Uttar Pradesh, IND
789063:267:Pilibhit, Uttar Pradesh, IND
789330:263:Budaun, Uttar Pradesh, IND
789593:269:Firozabad, Uttar Pradesh, IND
789862:264:Mathura, Uttar Pradesh, IND
790126:272:Bulandshahr, Uttar Pradesh, IND
790398:261:Hapur, Uttar Pradesh, IND
790659:277:Muzaffarnagar, Uttar Pradesh, IND
790936:255:Gangtok, Sikkim, IND
791191:265:Diu, Dadra and Nagar Haveli, IND
791456:274:Pathankot, Himachal Pradesh, IND
791730:254:Sirsa, Haryana, IND
791984:259:Panipat, Haryana, IND
792243:257:Karnal, Haryana, IND
792500:271:Baramula, Jammu and Kashmir, IND
792771:269:Proddatur, Andhra Pradesh, IND
793040:267:Nandyal, Andhra Pradesh, IND
793307:268:Hindupur, Andhra Pradesh, IND
793575:268:Tirupati, Andhra Pradesh, IND
793843:264:Ongole, Andhra Pradesh, IND
794107:275:Vizianagaram, Andhra Pradesh, IND
794382:286:Rajamahendravaram, Andhra Pradesh, IND
794668:278:Machilipatnam, Andhra Pradesh, IND
794946:266:Khammam, Andhra Pradesh, IND
795212:268:Chirala, Andhra Pradesh, IND
795480:271:Karimnagar, Andhra Pradesh, IND
795751:272:Nizamabad, Andhra Pradesh, IND
796023:256:Kollam, Kerala, IND
796279:262:Alappuzha, Kerala, IND
796541:252:Puri, Orissa, IND
796793:264:Sambalpur, Orissa, IND
797057:259:Raurkela, Orissa, IND
797316:266:Kavaratti, Lakshadweep, IND
797582:261:Mandya, Karnataka, IND
797843:257:Kolar, Karnataka, IND
798100:269:Shivamogga, Karnataka, IND
798369:261:Raichur, Karnataka, IND
798630:265:Hosapete, Karnataka, IND
798895:258:Bidar, Karnataka, IND
799153:261:Sangli, Maharashtra, IND
799414:267:Parbhani, Maharashtra, IND
799681:264:Malegaon, Maharashtra, IND
799945:289:Sri Vijaya Puram, Andaman and Nicobar, IND
800234:253:Tezpur, Assam, IND
800487:257:Silchar, Assam, IND
800744:256:Kohima, Nagaland, IND
801000:262:Shillong, Meghalaya, IND
801262:256:Abohar, Punjab, IND
801518:258:Patiala, Punjab, IND
801776:262:Bhilwara, Rajasthan, IND
802038:257:Pali, Rajasthan, IND
802295:257:Tonk, Rajasthan, IND
802552:258:Sikar, Rajasthan, IND
802810:262:Bikaner, Rajasthan, IND
803072:265:Bharatpur, Rajasthan, IND
803337:255:Alwar, Rajasthan, IND
803592:267:Fatehpur, Uttar Pradesh, IND
803859:265:Ayodhya, Uttar Pradesh, IND
804124:267:Bahraich, Uttar Pradesh, IND
804391:265:Mirzapur, Uttar Pradesh, IND
804656:265:Jhansi, Uttar Pradesh, IND
804921:275:Shahjahanpur, Uttar Pradesh, IND
805196:261:Rampur, Uttar Pradesh, IND
805457:269:Bareilly, Uttar Pradesh, IND
805726:263:Etawah, Uttar Pradesh, IND
805989:269:Dehra Dun, Uttaranchal, IND
806258:260:Haora, West Bengal, IND
806518:271:Alipur Duar, West Bengal, IND
806789:261:Haldia, West Bengal, IND
807050:265:Bhatpara, West Bengal, IND
807315:266:Medinipur, West Bengal, IND
807581:265:Siliguri, West Bengal, IND
807846:254:Purnia, Bihar, IND
808100:265:Muzaffarpur, Bihar, IND
808365:291:Chhatrapati Sambhajinagar, Bihar, IND
808656:266:Bilaspur, Chhattisgarh, IND
808922:270:Burhanpur, Madhya Pradesh, IND
809192:264:Ujjain, Madhya Pradesh, IND
809456:264:Ratlam, Madhya Pradesh, IND
809720:264:Sagar, Madhya Pradesh, IND
809984:262:Vellore, Tamil Nadu, IND
810246:276:Tiruvannamalai, Tamil Nadu, IND
810522:271:Rajapalaiyam, Tamil Nadu, IND
810793:266:Cuddalore, Tamil Nadu, IND
811059:257:Karur, Tamil Nadu, IND
811316:270:Kanchipuram, Tamil Nadu, IND
811586:270:Tirunelveli, Tamil Nadu, IND
811856:268:Nagercoil, Tamil Nadu, IND
812124:266:Thanjavur, Tamil Nadu, IND
812390:268:Kumbakonam, Tamil Nadu, IND
812658:266:Valparai, Tamil Nadu, IND
812924:266:Tiruppur, Tamil Nadu, IND
813190:269:Daman, Dadra and Nagar Haveli, IND
813459:274:Navsari, Dadra and Nagar Haveli, IND
813733:268:Bhuj, Dadra and Nagar Haveli, IND
814001:278:Bhavnagar, Dadra and Nagar Haveli, IND
814279:282:Gandhinagar, Dadra and Nagar Haveli, IND
814561:270:Itanagar, Arunachal Pradesh, IND
814831:257:Aizawl, Mizoram, IND
815088:261:Agartala, Tripura, IND
815349:268:Kakinada, Andhra Pradesh, IND
815617:269:Warangal, Andhra Pradesh, IND
815886:262:Brahmapur, Orissa, IND
816148:261:Bijapur, Karnataka, IND
816409:267:Bhiwandi, Maharashtra, IND
816676:261:Latur, Maharashtra, IND
816937:269:Ahmednagar, Maharashtra, IND
817206:270:Chandrapur, Maharashtra, IND
817476:265:Amravati, Maharashtra, IND
817741:261:Dhule, Maharashtra, IND
818002:262:Dibrugarh, Assam, IND
818264:259:Imphal, Manipur, IND
818523:263:Udaipur, Rajasthan, IND
818786:269:Gorakhpur, Uttar Pradesh, IND
819055:269:Barddhaman, West Bengal, IND
819324:272:Krishnanagar, West Bengal, IND
819596:251:Gaya, Bihar, IND
819847:277:Porbandar, Dadra and Nagar Haveli, IND
820124:266:Nellore, Andhra Pradesh, IND
820390:266:Kurnool, Andhra Pradesh, IND
820656:263:Guntur, Andhra Pradesh, IND
820919:264:Tumakuru, Karnataka, IND
821183:267:Davangere, Karnataka, IND
821450:263:Ballari, Karnataka, IND
821713:264:Belagavi, Karnataka, IND
821977:265:Tuticorin, Tamil Nadu, IND
822242:264:Dindigul, Tamil Nadu, IND
822506:270:Chandigarh, Chandigarh, IND
822776:267:Jammu, Jammu and Kashmir, IND
823043:265:Sholapur, Maharashtra, IND
823308:302:Chhatrapati Sambhajinagar, Maharashtra, IND
823610:262:Nasik, Maharashtra, IND
823872:254:Dispur, Assam, IND
824126:262:Jullundur, Punjab, IND
824388:270:Prayagraj, Uttar Pradesh, IND
824658:270:Moradabad, Uttar Pradesh, IND
824928:272:Ghaziabad, Uttar Pradesh, IND
825200:262:Agra, Uttar Pradesh, IND
825462:267:Aligarh, Uttar Pradesh, IND
825729:264:Meerut, Uttar Pradesh, IND
825993:261:Dhanbad, Jharkhand, IND
826254:265:Gwalior, Madhya Pradesh, IND
826519:277:Vadodara, Dadra and Nagar Haveli, IND
826796:273:Rajkot, Dadra and Nagar Haveli, IND
827069:262:Faridabad, Haryana, IND
827331:274:Srinagar, Jammu and Kashmir, IND
827605:275:Vijayawada, Andhra Pradesh, IND
827880:282:Thiruvananthapuram, Kerala, IND
828162:255:Kochi, Kerala, IND
828417:258:Cuttack, Orissa, IND
828675:263:Hubballi, Karnataka, IND
828938:267:Mangaluru, Karnataka, IND
829205:261:Mysuru, Karnataka, IND
829466:265:Gulbarga, Karnataka, IND
829731:267:Kolhapur, Maharashtra, IND
829998:261:Nanded, Maharashtra, IND
830259:261:Akola, Maharashtra, IND
830520:259:Guwahati, Assam, IND
830779:261:Ludhiana, Punjab, IND
831040:255:Kota, Rajasthan, IND
831295:261:Jodhpur, Rajasthan, IND
831556:268:Lucknow, Uttar Pradesh, IND
831824:271:Saharanpur, Uttar Pradesh, IND
832095:259:Ranchi, Jharkhand, IND
832354:261:Bhagalpur, Bihar, IND
832615:272:Atal Nagar, Chhattisgarh, IND
832887:269:Jabalpur, Madhya Pradesh, IND
833156:267:Indore, Madhya Pradesh, IND
833423:270:Pondicherry, Puducherry, IND
833693:258:Salem, Tamil Nadu, IND
833951:278:Tiruchirappalli, Tamil Nadu, IND
834229:262:Kozhikode, Kerala, IND
834491:270:Bhubaneshwar, Orissa, IND
834761:267:Jamshedpur, Jharkhand, IND
835028:281:Vishakhapatnam, Andhra Pradesh, IND
835309:261:Amritsar, Punjab, IND
835570:268:Varanasi, Uttar Pradesh, IND
835838:262:Asansol, West Bengal, IND
836100:261:Bhilai, Chhattisgarh, IND
836361:265:Bhopal, Madhya Pradesh, IND
836626:263:Madurai, Tamil Nadu, IND
836889:271:Coimbatore, Tamil Nadu, IND
837160:256:Delhi, Delhi, IND
837416:271:Hyderabad, Andhra Pradesh, IND
837687:258:Pune, Maharashtra, IND
837945:262:Nagpur, Maharashtra, IND
838207:260:Jaipur, Rajasthan, IND
838467:264:Kanpur, Uttar Pradesh, IND
838731:254:Patna, Bihar, IND
838985:265:Chennai, Tamil Nadu, IND
839250:279:Ahmedabad, Dadra and Nagar Haveli, IND
839529:271:Surat, Dadra and Nagar Haveli, IND
839800:261:New Delhi, Delhi, IND
840061:268:Bengaluru, Karnataka, IND
840329:262:Mumbai, Maharashtra, IND
840591:263:Kolkata, West Bengal, IND
840854:270:Binjai, Sumatera Utara, IDN
841124:288:Padangsidempuan, Sumatera Utara, IDN
841412:270:Tarutung, Sumatera Utara, IDN
841682:281:Tebingtinggi, Sumatera Utara, IDN
841963:266:Tidore, Maluku Utara, IDN
842229:279:Bukittinggi, Sumatera Barat, IDN
842508:276:Sawahlunto, Sumatera Barat, IDN
842784:282:Padangpanjang, Sumatera Barat, IDN
843066:263:Amahai, Maluku, IDN
843329:279:Mataram, Nusa Tenggara Barat, IDN
843608:270:Praya, Nusa Tenggara Barat, IDN
843878:272:Baubau, Sulawesi Tenggara, IDN
844150:270:Luwuk, Sulawesi Tengah, IDN
